UF,Codigo SIAFI Municipio,Nome Municipio,Valor Parcela
BA,3849,SALVADOR,16300
PB,2051,JOAO PESSOA,8500
SP,7107,SAO PAULO,16300
PE,2521,PETROLINA,19500
MA,869,PINHEIRO,8500
PA,483,MARABA,37200
PA,483,MARABA,13400
AL,2845,PORTO CALVO,34200
CE,1303,ACARAU,8500
RS,8931,TENENTE PORTELA,13100
RJ,2909,BELFORD ROXO,8500
SP,808,OUROESTE,8900
RJ,5865,NITEROI,8500
PA,535,SANTAREM,23200
SP,6487,IBATE,12400
AP,605,MACAPA,12400
SP,7107,SAO PAULO,19700
RN,1787,PAU DOS FERROS,25100
MA,921,SAO LUIS,9100
MG,5415,VARZEA DA PALMA,3900
RO,15,JARU,24100
MS,9073,DOURADOS,12400
RO,41,NOVA BRASILANDIA D'OESTE,13100
RJ,6001,RIO DE JANEIRO,16300
RJ,6001,RIO DE JANEIRO,20200
SP,6429,FRANCO DA ROCHA,25700
MA,921,SAO LUIS,27800
PI,1225,VALENCA DO PIAUI,12600
PE,2531,RECIFE,13100
SE,3105,ARACAJU,8700
MA,921,SAO LUIS,32900
PA,551,SAO MIGUEL DO GUAMA,44900
AM,253,MANACAPURU,24100
BA,3573,ILHEUS,20900
PE,2327,BARREIROS,54800
SP,6687,MATAO,34100
MA,957,SANTA INES,68200
SE,3105,ARACAJU,3900
RJ,6001,RIO DE JANEIRO,36100
CE,1565,TAMBORIL,31300
PA,427,BELEM,3900
SP,6361,COTIA,17000
PE,2577,SERRA TALHADA,20900
PA,567,REDENCAO,7800
MG,4111,BARBACENA,12400
AL,2785,MACEIO,12400
CE,1409,ICO,13500
PI,1219,TERESINA,20200
AL,2785,MACEIO,16300
CE,1409,ICO,33400
PE,2477,LIMOEIRO,8500
MS,9051,CAMPO GRANDE,19500
MA,727,BALSAS,34100
MG,4353,CONCEICAO DO RIO VERDE,12400
SP,6377,DIADEMA,12400
CE,1247,EUSEBIO,16300
AL,2853,RIO LARGO,19300
MG,5371,TEOFILO OTONI,13100
PE,2419,GARANHUNS,24200
CE,1389,FORTALEZA,16200
AL,2785,MACEIO,20200
SP,7107,SAO PAULO,12400
MG,4865,MONTES CLAROS,35600
SP,6639,LIMEIRA,16300
BA,3971,XIQUE-XIQUE,8500
PE,2323,ARCOVERDE,31300
PE,2327,BARREIROS,17200
PA,625,BREU BRANCO,36700
PA,427,BELEM,36600
CE,1547,SAO BENEDITO,26600
SP,2965,BERTIOGA,16300
BA,1112,LUIS EDUARDO MAGALHAES,20200
BA,3593,IRECE,14800
PR,7745,PARANAGUA,8500
TO,9311,COLINAS DO TOCANTINS,16700
PA,535,SANTAREM,24100
PA,427,BELEM,8500
SC,8103,FAXINAL DOS GUEDES,8500
CE,1389,FORTALEZA,33300
PE,2323,ARCOVERDE,32200
PI,1073,ESPERANTINA,8700
MG,4417,CURVELO,12400
PE,2589,SURUBIM,17200
RJ,5869,NOVA IGUACU,17200
AL,2887,VICOSA,30200
MG,4533,FRANCISCO SA,16300
CE,1337,BARBALHA,16300
AP,615,SANTANA,12400
PE,2341,BOM CONSELHO,23300
BA,3613,ITAMARAJU,11700
CE,1389,FORTALEZA,13100
PA,427,BELEM,29400
CE,1385,CRATO,15500
CE,1409,ICO,20900
SP,7115,SAO SEBASTIAO,12400
RJ,2911,QUEIMADOS,15800
CE,1373,CAUCAIA,3900
SE,3213,PROPRIA,8500
RJ,5869,NOVA IGUACU,11700
AL,2789,MARAGOGI,12400
RN,1681,GOIANINHA,20900
BA,3367,BELMONTE,12400
CE,1303,ACARAU,24800
PA,395,TAILANDIA,7800
AL,2785,MACEIO,20200
BA,3685,LAURO DE FREITAS,19000
RJ,5915,TERESOPOLIS,17400
RJ,5895,SAO FIDELIS,25700
BA,3897,SEABRA,20000
MG,4123,BELO HORIZONTE,25700
RJ,5805,BARRA DO PIRAI,3900
CE,1409,ICO,13700
PI,1221,UNIAO,8500
MA,937,TIMON,32700
MA,849,PACO DO LUMIAR,32600
MA,889,SAO JOSE DE RIBAMAR,13100
CE,1439,JAGUARIBE,13900
PE,2497,OURICURI,17500
SP,7107,SAO PAULO,12400
PE,2531,RECIFE,16300
AL,2885,UNIAO DOS PALMARES,20200
AM,255,MANAUS,16400
SP,7107,SAO PAULO,24100
PA,427,BELEM,17200
PE,2403,ESCADA,8500
MA,1285,SANTA LUZIA DO PARUA,27600
PE,2581,SERTANIA,25700
AL,2793,MARECHAL DEODORO,33700
MA,869,PINHEIRO,69200
PE,2381,CARUARU,20200
RN,1761,NATAL,15600
SP,7075,SAO BERNARDO DO CAMPO,20200
PA,427,BELEM,21600
RS,8963,VIAMAO,25700
PI,1157,PEDRO II,17000
SP,6919,PRADOPOLIS,54800
TO,9241,ARAGUAINA,15500
BA,3319,AMARGOSA,16300
AM,255,MANAUS,8500
RJ,6001,RIO DE JANEIRO,16300
PA,509,PARAGOMINAS,20200
PA,483,MARABA,18500
MG,5413,VARGINHA,20200
SP,7107,SAO PAULO,8700
SP,7107,SAO PAULO,16300
MA,957,SANTA INES,12400
MA,957,SANTA INES,12400
PR,7437,ASSAI,17100
TO,9241,ARAGUAINA,20200
PR,7937,UNIAO DA VITORIA,20200
PI,1153,PARNAIBA,24100
CE,1417,IPU,17200
AM,281,TEFE,51200
PB,1981,CAMPINA GRANDE,20900
GO,1052,AGUAS LINDAS DE GOIAS,20200
PB,1931,BANANEIRAS,25600
RJ,6001,RIO DE JANEIRO,17900
BA,3579,IPIAU,12400
RJ,6001,RIO DE JANEIRO,12400
BA,3803,POCOES,16700
SP,7107,SAO PAULO,12400
SP,6219,BAURU,34200
MA,757,CAXIAS,15900
SE,3189,NOSSA SENHORA DA GLORIA,10500
PB,2079,MAMANGUAPE,12100
MA,957,SANTA INES,22700
BA,3691,LIVRAMENTO DE NOSSA SENHORA,8500
MT,9167,VARZEA GRANDE,12400
MA,869,PINHEIRO,12400
MG,4123,BELO HORIZONTE,16300
CE,1389,FORTALEZA,16300
PI,1199,SAO JOAO DO PIAUI,34200
BA,3399,CACULE,8500
RJ,770,ARMACAO DE BUZIOS,30600
BA,3579,IPIAU,8500
PB,1931,BANANEIRAS,12400
MG,4145,BOCAIUVA,8500
RJ,6001,RIO DE JANEIRO,8500
ES,5617,BARRA DE SAO FRANCISCO,16300
BA,1112,LUIS EDUARDO MAGALHAES,12400
MA,879,PRESIDENTE DUTRA,20200
RN,1841,SAO JOSE DE MIPIBU,13900
PA,441,CAMETA,8500
AL,2747,DELMIRO GOUVEIA,31200
RS,8559,CACHOEIRA DO SUL,7800
PE,2631,ABREU E LIMA,25700
SP,7107,SAO PAULO,12100
SE,3213,PROPRIA,8500
BA,3597,ITABUNA,17000
SE,3105,ARACAJU,12400
SP,7107,SAO PAULO,8500
SP,7107,SAO PAULO,7800
BA,3613,ITAMARAJU,17900
CE,1373,CAUCAIA,24100
PI,1043,CAMPO MAIOR,16300
TO,9241,ARAGUAINA,3900
RJ,5833,DUQUE DE CAXIAS,20900
PE,2457,JABOATAO DOS GUARARAPES,12400
BA,3593,IRECE,21400
MA,889,SAO JOSE DE RIBAMAR,7800
SP,7149,SUMARE,33300
AM,255,MANAUS,11700
RN,1743,MACAU,12400
PE,2457,JABOATAO DOS GUARARAPES,17000
RJ,5903,SAO PEDRO DA ALDEIA,20200
RN,1639,CAICO,24100
MG,4263,CARANDAI,8500
MG,4445,DIVINOPOLIS,20900
SP,6563,ITAQUAQUECETUBA,3900
AM,255,MANAUS,12400
PI,1043,CAMPO MAIOR,12400
RJ,6001,RIO DE JANEIRO,3900
MG,4481,ESMERALDAS,16300
MA,1285,SANTA LUZIA DO PARUA,50600
SP,6213,BARUERI,8500
BA,3685,LAURO DE FREITAS,15900
MA,961,ACAILANDIA,12400
BA,3871,SANTO AMARO,8500
MG,5371,TEOFILO OTONI,8700
RJ,5833,DUQUE DE CAXIAS,24200
BA,3937,TUCANO,8500
MS,9073,DOURADOS,28000
BA,3279,ITABELA,8500
MG,5359,TAIOBEIRAS,8500
AL,2885,UNIAO DOS PALMARES,12400
AM,255,MANAUS,16300
CE,1247,EUSEBIO,31300
PE,2521,PETROLINA,12400
RS,8901,SAPUCAIA DO SUL,16300
BA,3803,POCOES,12400
BA,3467,CONCEICAO DO COITE,12400
MG,4367,CONSELHEIRO PENA,11700
PI,1219,TERESINA,17900
DF,9701,BRASILIA,28700
SP,6473,GUARIBA,12400
SP,6579,ITU,16300
PE,2581,SERTANIA,32900
PR,7659,LARANJEIRAS DO SUL,12400
SP,7107,SAO PAULO,15600
RJ,6001,RIO DE JANEIRO,21600
SE,3241,SIMAO DIAS,41500
MA,869,PINHEIRO,23800
BA,3467,CONCEICAO DO COITE,13100
CE,1453,LIMOEIRO DO NORTE,20900
PI,1219,TERESINA,8500
TO,9243,ARAGUATINS,16100
AL,2727,CAMPO ALEGRE,12400
MA,921,SAO LUIS,17200
BA,3849,SALVADOR,16300
AC,139,RIO BRANCO,34200
BA,3849,SALVADOR,12400
SP,6301,CANDIDO MOTA,12400
PE,2589,SURUBIM,25600
MA,957,SANTA INES,16300
BA,3353,BARRA,8500
PA,441,CAMETA,12400
RS,8801,PORTO ALEGRE,8500
MG,4031,ALFENAS,25600
AM,281,TEFE,42600
PR,7469,CAMBARA,17200
BA,3533,GUANAMBI,25700
AM,207,AUTAZES,39200
RN,1787,PAU DOS FERROS,20200
PB,2041,ITAPORANGA,30200
MA,861,PEDREIRAS,16300
GO,9361,FORMOSA,8500
SE,3189,NOSSA SENHORA DA GLORIA,16700
SE,3141,ESTANCIA,17200
AP,615,SANTANA,80800
MG,4553,GOVERNADOR VALADARES,24800
BA,3579,IPIAU,15500
SP,6649,LUCELIA,7800
MA,803,IMPERATRIZ,19600
ES,5729,VENDA NOVA DO IMIGRANTE,16300
SE,3105,ARACAJU,16300
BA,3495,CRUZ DAS ALMAS,34200
PE,2435,IGARASSU,12400
PB,2225,SOUSA,34200
PA,471,ITAITUBA,13200
BA,3863,SANTA MARIA DA VITORIA,24100
PI,1219,TERESINA,24200
PE,2457,JABOATAO DOS GUARARAPES,3900
BA,3515,FEIRA DE SANTANA,12400
AM,269,PARINTINS,56800
BA,3691,LIVRAMENTO DE NOSSA SENHORA,12400
PR,7535,CURITIBA,16300
RJ,5819,CAMPOS DOS GOITACAZES,16300
PE,2475,LAJEDO,8500
CE,1475,MORADA NOVA,18700
AL,2785,MACEIO,17000
MA,901,SANTA RITA,17200
SP,6401,EMBU,19400
GO,9563,QUIRINOPOLIS,8500
RN,1759,MOSSORO,8500
SP,6715,MOGI-GUACU,7800
CE,1389,FORTALEZA,24100
BA,3909,SERRINHA,8700
PB,2051,JOAO PESSOA,12400
RJ,6001,RIO DE JANEIRO,54700
MG,4617,INHAPIM,30100
BA,3523,GANDU,8500
SE,3189,NOSSA SENHORA DA GLORIA,12400
PA,551,SAO MIGUEL DO GUAMA,22600
RJ,5907,SAPUCAIA,16300
BA,3573,ILHEUS,8500
PI,1199,SAO JOAO DO PIAUI,25600
BA,3515,FEIRA DE SANTANA,7800
ES,5705,VITORIA,24100
AL,2871,SAO MIGUEL DOS CAMPOS,16300
PE,2419,GARANHUNS,12100
PI,1219,TERESINA,36600
CE,1385,CRATO,23300
PI,1219,TERESINA,20200
GO,9361,FORMOSA,16300
BA,3411,CAMACAN,59700
PA,535,SANTAREM,16800
SP,6403,EMBU-GUACU,8700
PR,7907,SIQUEIRA CAMPOS,17100
BA,3087,DIAS D'AVILA,8500
BA,3849,SALVADOR,18100
RS,8737,MARAU,17000
SP,6713,MOGI DAS CRUZES,7800
MG,4263,CARANDAI,12400
BA,3897,SEABRA,26100
PB,1981,CAMPINA GRANDE,34100
ES,5615,BAIXO GUANDU,7800
PR,7691,MARINGA,24100
MA,761,CHAPADINHA,27800
MA,921,SAO LUIS,32700
PB,1981,CAMPINA GRANDE,8500
RN,1761,NATAL,25700
MG,4371,CONTAGEM,16300
AL,2833,PENEDO,16300
SP,6153,APIAI,20900
CE,1429,ITAPIPOCA,14200
PI,1159,PICOS,8500
BA,3455,CICERO DANTAS,27600
RJ,5841,ITAOCARA,12400
AL,2745,CORURIPE,22600
CE,1389,FORTALEZA,17700
SP,7107,SAO PAULO,24800
RN,1761,NATAL,16300
MG,5023,PIRAPORA,12400
CE,1305,ACOPIARA,12400
RN,1639,CAICO,12400
BA,3849,SALVADOR,36600
SP,7107,SAO PAULO,8500
MA,861,PEDREIRAS,20900
SC,8367,TUBARAO,11700
PA,415,ANANINDEUA,16300
MG,4165,BORDA DA MATA,8500
MG,4723,JOAO MONLEVADE,3900
GO,9227,APARECIDA DE GOIANIA,3900
PA,435,BREVES,39100
RJ,6001,RIO DE JANEIRO,12400
CE,1463,MAURITI,12500
AL,2785,MACEIO,17200
SP,7047,SANTANA DE PARNAIBA,16300
SP,6105,AGUAI,34200
MG,4723,JOAO MONLEVADE,20200
PE,2577,SERRA TALHADA,29300
MT,9047,CACERES,11700
MG,4751,LAGOA SANTA,16300
RJ,5833,DUQUE DE CAXIAS,17700
PA,441,CAMETA,19300
CE,1409,ICO,16800
CE,1385,CRATO,16300
PA,443,CAPANEMA,31000
CE,1355,CANINDE,25700
CE,1493,PACAJUS,30900
CE,1537,RUSSAS,13400
RJ,5833,DUQUE DE CAXIAS,17000
MA,803,IMPERATRIZ,25600
SE,3169,LAGARTO,16300
PI,1219,TERESINA,26100
AL,2707,ATALAIA,8500
MG,4985,PEDRO LEOPOLDO,20900
PR,7507,CIDADE GAUCHA,25700
BA,3579,IPIAU,8700
RO,1,GUAJARA-MIRIM,3900
CE,1321,ARACATI,23300
MA,803,IMPERATRIZ,15600
CE,1569,TIANGUA,13100
PA,54,MARITUBA,12400
MA,949,VIANA,23900
RJ,5897,SAO GONCALO,24100
CE,1527,QUIXADA,16900
RJ,5919,TRES RIOS,25600
PA,573,RONDON DO PARA,20200
MG,4941,PARA DE MINAS,11700
MG,4959,PATOS DE MINAS,7800
MG,4701,JANAUBA,7800
PE,2323,ARCOVERDE,19300
BA,3513,EUCLIDES DA CUNHA,19400
PE,2543,SALGUEIRO,20900
PB,1981,CAMPINA GRANDE,8500
MA,793,GRAJAU,24100
BA,3885,SAO GONCALO DOS CAMPOS,31300
BA,3321,AMELIA RODRIGUES,17200
SP,6713,MOGI DAS CRUZES,34200
PE,2323,ARCOVERDE,16300
RR,301,BOA VISTA,16300
MG,5041,PONTE NOVA,15800
MA,733,BARREIRINHAS,8500
MA,727,BALSAS,16300
MT,9047,CACERES,16300
BA,3993,TEIXEIRA DE FREITAS,3900
RJ,6001,RIO DE JANEIRO,20900
PE,2381,CARUARU,8500
BA,3849,SALVADOR,19100
RJ,6001,RIO DE JANEIRO,17000
BA,3397,CACHOEIRA,25600
SP,6313,CARAPICUIBA,17200
SP,6361,COTIA,7800
CE,1493,PACAJUS,17000
MA,803,IMPERATRIZ,12400
GO,9227,APARECIDA DE GOIANIA,24100
MG,5091,RIBEIRAO DAS NEVES,30900
BA,3429,CANDEIAS,3900
PB,2051,JOAO PESSOA,29700
SC,8167,ITUPORANGA,17000
BA,3513,EUCLIDES DA CUNHA,13100
RS,8801,PORTO ALEGRE,20900
MA,921,SAO LUIS,25700
RN,1661,CURRAIS NOVOS,15600
CE,1537,RUSSAS,22400
SE,3159,ITABAIANINHA,8500
AC,105,BRASILEIA,20200
CE,1427,ITAPAGE,15800
MA,921,SAO LUIS,12400
MA,921,SAO LUIS,11700
PB,1975,CAJAZEIRAS,11700
SP,7107,SAO PAULO,8500
SE,3159,ITABAIANINHA,12400
RS,8963,VIAMAO,42700
CE,1389,FORTALEZA,8700
GO,9221,ANAPOLIS,7800
BA,3591,IRARA,51100
SE,3241,SIMAO DIAS,17500
PE,2627,VITORIA DE SANTO ANTAO,13100
MA,761,CHAPADINHA,36200
MG,4701,JANAUBA,16300
BA,3117,EUNAPOLIS,25600
BA,3591,IRARA,25600
CE,1389,FORTALEZA,17000
AL,2859,SANTANA DO IPANEMA,27700
MA,1285,SANTA LUZIA DO PARUA,59700
BA,3435,CANSANCAO,29300
MA,869,PINHEIRO,8700
PI,1219,TERESINA,18700
BA,3591,IRARA,8700
PA,427,BELEM,17000
MA,921,SAO LUIS,30800
DF,9701,BRASILIA,3900
PE,2301,AFOGADOS DA INGAZEIRA,25700
MA,733,BARREIRINHAS,13100
SP,6403,EMBU-GUACU,24800
MG,4123,BELO HORIZONTE,13100
MA,861,PEDREIRAS,12400
AM,255,MANAUS,28000
RJ,5897,SAO GONCALO,30900
GO,9269,BOM JESUS DE GOIAS,9200
PA,505,ORIXIMINA,29400
CE,1389,FORTALEZA,18700
ES,5685,PRESIDENTE KENNEDY,8500
PR,7535,CURITIBA,16700
BA,3629,ITAPETINGA,3900
SP,7071,SANTOS,17000
BA,3685,LAURO DE FREITAS,17100
MT,9035,BARRA DO GARCAS,12400
PA,411,ALTAMIRA,37600
RJ,5819,CAMPOS DOS GOITACAZES,16300
RJ,6001,RIO DE JANEIRO,34100
PE,2491,OLINDA,8500
BA,3661,JEQUIE,49800
SP,6369,CRUZEIRO,8500
MA,921,SAO LUIS,3900
PE,2531,RECIFE,34100
AL,2871,SAO MIGUEL DOS CAMPOS,12400
PE,2521,PETROLINA,7800
CE,1351,CAMOCIM,24100
MG,4687,ITURAMA,3900
MA,803,IMPERATRIZ,24500
SP,6415,FERRAZ DE VASCONCELOS,8500
RJ,6001,RIO DE JANEIRO,25700
BA,3849,SALVADOR,3900
PA,411,ALTAMIRA,8500
PE,2571,SAO JOSE DO EGITO,13200
PE,2531,RECIFE,3900
BA,3971,XIQUE-XIQUE,51200
SP,7107,SAO PAULO,11700
MG,4367,CONSELHEIRO PENA,8700
PB,1981,CAMPINA GRANDE,28700
CE,1389,FORTALEZA,25700
PA,551,SAO MIGUEL DO GUAMA,8500
SP,7107,SAO PAULO,3900
BA,3363,BARREIRAS,12400
MS,9051,CAMPO GRANDE,20200
PE,2531,RECIFE,8500
MG,4123,BELO HORIZONTE,3900
PA,471,ITAITUBA,12400
CE,1321,ARACATI,30900
MG,4533,FRANCISCO SA,92500
CE,1389,FORTALEZA,12400
MA,921,SAO LUIS,19100
AM,255,MANAUS,21700
BA,3913,SIMOES FILHO,21700
BA,3579,IPIAU,8500
SC,8237,PALMITOS,11700
PB,2027,GUARABIRA,63600
PE,2521,PETROLINA,3900
SC,8349,SOMBRIO,13400
PE,2355,BUIQUE,13100
BA,3909,SERRINHA,16300
RN,1841,SAO JOSE DE MIPIBU,8500
PA,453,CONCEICAO DO ARAGUAIA,17700
PE,2513,PAULISTA,8500
MG,4533,FRANCISCO SA,66600
PE,2357,CABO DE SANTO AGOSTINHO,8500
MA,869,PINHEIRO,13200
PA,427,BELEM,24800
MA,803,IMPERATRIZ,15700
AC,145,SENA MADUREIRA,30300
MG,4145,BOCAIUVA,8500
PA,535,SANTAREM,17000
MG,4885,NANUQUE,20200
MA,921,SAO LUIS,19100
MA,921,SAO LUIS,13200
PE,2359,CABROBO,21200
MG,4687,ITURAMA,33800
PA,427,BELEM,12400
AM,253,MANACAPURU,29300
MA,1287,ZE DOCA,42700
PI,1003,AGUA BRANCA,16200
MA,793,GRAJAU,13100
AC,107,CRUZEIRO DO SUL,21600
MA,723,BACABAL,16300
PE,2359,CABROBO,32900
SP,6213,BARUERI,8700
PE,2627,VITORIA DE SANTO ANTAO,17200
BA,3711,MARACAS,8500
AM,255,MANAUS,16300
CE,1429,ITAPIPOCA,7800
CE,1349,BREJO SANTO,17700
BA,3759,NOVA SOURE,12400
PR,7563,FOZ DO IGUACU,8500
CE,1305,ACOPIARA,8700
RJ,6001,RIO DE JANEIRO,8700
MS,9051,CAMPO GRANDE,8500
SE,3105,ARACAJU,12400
BA,3495,CRUZ DAS ALMAS,16300
CE,1493,PACAJUS,32700
BA,3959,VALENTE,23800
MG,5427,VICOSA,21800
CE,1305,ACOPIARA,21800
BA,3595,ITABERABA,16300
PE,2359,CABROBO,8500
SP,7145,SOROCABA,12400
PB,2079,MAMANGUAPE,8500
BA,3873,SANTO ANTONIO DE JESUS,17200
SP,7107,SAO PAULO,16300
RJ,6001,RIO DE JANEIRO,12400
MG,5249,SAO JOAO DEL REI,11700
GO,9297,CAMPOS BELOS,12400
AM,225,COARI,10500
PI,1159,PICOS,8500
PE,2631,ABREU E LIMA,8500
AL,2785,MACEIO,16300
BA,3399,CACULE,12400
BA,3913,SIMOES FILHO,8500
PI,1077,FLORIANO,8500
MG,5371,TEOFILO OTONI,30100
MG,4733,JUIZ DE FORA,7800
PE,2427,GRAVATA,8900
PR,7535,CURITIBA,36100
RJ,5815,CACHOEIRAS DE MACACU,8500
SP,7121,SAO VICENTE,7800
SP,6285,CAJAMAR,20200
SE,3233,SAO CRISTOVAO,8500
MG,5221,SAO FRANCISCO,8500
MG,4417,CURVELO,8500
BA,3849,SALVADOR,3900
GO,9361,FORMOSA,37700
PB,2079,MAMANGUAPE,12400
BA,3661,JEQUIE,21800
MG,4865,MONTES CLAROS,3900
SP,7107,SAO PAULO,28000
CE,1555,SENADOR POMPEU,34100
AL,2775,JOAQUIM GOMES,16300
PE,2627,VITORIA DE SANTO ANTAO,32600
MG,4715,JEQUITINHONHA,34200
BA,3845,RUY BARBOSA,42600
PI,1211,SAO RAIMUNDO NONATO,15100
RN,1841,SAO JOSE DE MIPIBU,13600
MA,949,VIANA,8500
SP,7131,SERRANA,16300
SP,7107,SAO PAULO,7800
PB,2143,POMBAL,8700
SP,6953,REGISTRO,3900
PB,1981,CAMPINA GRANDE,12400
BA,3849,SALVADOR,8500
BA,3849,SALVADOR,16300
BA,3565,IBOTIRAMA,30200
AP,605,MACAPA,24100
BA,3669,JUAZEIRO,46300
BA,3849,SALVADOR,20200
SE,3141,ESTANCIA,11700
CE,1537,RUSSAS,12400
PB,2117,PATOS,42600
CE,1585,MARACANAU,12400
MA,921,SAO LUIS,11100
TO,9519,PARAISO DO TOCANTINS,34200
AM,9847,TABATINGA,25200
SP,6401,EMBU,20200
PB,2051,JOAO PESSOA,12400
BA,3849,SALVADOR,39600
GO,9397,IPAMERI,25700
BA,3341,ARACI,25100
MA,869,PINHEIRO,20900
SP,7107,SAO PAULO,13100
ES,5705,VITORIA,16200
PR,7535,CURITIBA,12400
PE,2531,RECIFE,3900
PA,433,BRAGANCA,29400
RJ,6001,RIO DE JANEIRO,17000
BA,3523,GANDU,12400
MA,949,VIANA,12100
PB,2125,PEDRAS DE FOGO,17200
MG,5027,PITANGUI,7800
PE,2381,CARUARU,12400
SP,7107,SAO PAULO,16300
SP,6671,MAIRIPORA,8500
MA,961,ACAILANDIA,22400
MT,9885,PARANAITA,38600
TO,9461,MIRACEMA DO TOCANTINS,16300
DF,9701,BRASILIA,24200
GO,9373,GOIANIA,3900
AM,255,MANAUS,22300
SP,7107,SAO PAULO,8700
SP,7107,SAO PAULO,8700
RS,8581,CANDELARIA,8500
SP,6427,FRANCISCO MORATO,14700
ES,5659,IUNA,20200
BA,3849,SALVADOR,30500
PR,7745,PARANAGUA,12400
MG,5097,RIO CASCA,12400
CE,1347,BOA VIAGEM,12400
PE,2497,OURICURI,17200
SP,7107,SAO PAULO,20200
BA,3363,BARREIRAS,25700
BA,3515,FEIRA DE SANTANA,34900
PA,465,IGARAPE-MIRI,12400
AL,2785,MACEIO,34100
AL,2887,VICOSA,34100
SP,6219,BAURU,8700
PA,433,BRAGANCA,17700
AL,2727,CAMPO ALEGRE,13100
PE,2627,VITORIA DE SANTO ANTAO,12400
PB,1981,CAMPINA GRANDE,34100
PR,7667,LONDRINA,64200
PI,1211,SAO RAIMUNDO NONATO,25600
RJ,5869,NOVA IGUACU,31800
MA,961,ACAILANDIA,28000
RJ,5897,SAO GONCALO,25700
PB,2027,GUARABIRA,14100
RJ,6001,RIO DE JANEIRO,29300
MG,5207,SANTO ANTONIO DO MONTE,3900
GO,9285,CACU,14700
BA,3599,ITACARE,38700
PR,7583,GUARAPUAVA,13100
BA,3313,ALAGOINHAS,20200
PB,1975,CAJAZEIRAS,16800
CE,1427,ITAPAGE,17000
ES,5617,BARRA DE SAO FRANCISCO,25600
SE,3105,ARACAJU,34200
RS,8553,BUTIA,15700
PE,2355,BUIQUE,34200
PE,2403,ESCADA,3900
RN,1759,MOSSORO,13100
RJ,5833,DUQUE DE CAXIAS,16300
SP,7107,SAO PAULO,51200
GO,9589,SANTA TEREZINHA DE GOIAS,17600
MG,4431,DIAMANTINA,7800
RJ,5843,ITAPERUNA,8500
BA,3849,SALVADOR,37300
BA,3495,CRUZ DAS ALMAS,17200
MA,879,PRESIDENTE DUTRA,22100
BA,3391,BRUMADO,8700
RJ,6001,RIO DE JANEIRO,8500
CE,1411,IGUATU,8500
AL,2859,SANTANA DO IPANEMA,16300
MG,5221,SAO FRANCISCO,17200
SP,7107,SAO PAULO,16300
PE,2381,CARUARU,8500
RJ,6001,RIO DE JANEIRO,31400
CE,1411,IGUATU,22600
CE,1389,FORTALEZA,12400
GO,9373,GOIANIA,20200
MA,921,SAO LUIS,12400
MG,4305,CATAGUASES,7800
PI,1153,PARNAIBA,12400
PI,1219,TERESINA,8500
SP,6669,MAIRINQUE,28700
RS,5761,SERTAO SANTANA,13100
SP,7057,SANTO ANDRE,17000
RJ,5815,CACHOEIRAS DE MACACU,13100
MG,4123,BELO HORIZONTE,20200
MG,4267,CARATINGA,16300
AM,255,MANAUS,3900
PB,2041,ITAPORANGA,17200
SE,3179,MARUIM,11700
SP,7107,SAO PAULO,20200
PE,2337,BEZERROS,28100
PE,2383,CATENDE,8700
BA,3841,RIO REAL,12400
MT,9191,AGUA BOA,25700
RN,1765,NOVA CRUZ,8500
BA,3629,ITAPETINGA,20900
MG,4263,CARANDAI,12400
BA,3873,SANTO ANTONIO DE JESUS,20200
CE,1389,FORTALEZA,12400
DF,9701,BRASILIA,12400
RN,1761,NATAL,3900
MG,4891,NEPOMUCENO,3900
PI,1219,TERESINA,46300
BA,3849,SALVADOR,17000
RR,301,BOA VISTA,3900
PA,433,BRAGANCA,3900
SE,3157,ITABAIANA,16300
AL,2705,ARAPIRACA,14100
PE,2531,RECIFE,12400
PE,2605,TIMBAUBA,17200
MA,879,PRESIDENTE DUTRA,32200
TO,9241,ARAGUAINA,15600
BA,3083,CAPIM GROSSO,13200
SP,6831,PAULINIA,21800
RJ,6001,RIO DE JANEIRO,12400
AL,2859,SANTANA DO IPANEMA,16300
RJ,5915,TERESOPOLIS,3900
PA,493,MOJU,36200
PE,2381,CARUARU,8500
BA,3467,CONCEICAO DO COITE,17000
PE,2513,PAULISTA,19000
RJ,6001,RIO DE JANEIRO,3900
BA,3849,SALVADOR,8500
PE,2531,RECIFE,17200
BA,3565,IBOTIRAMA,12400
GO,9297,CAMPOS BELOS,3900
PE,2419,GARANHUNS,24200
MG,4813,MATEUS LEME,11700
BA,3849,SALVADOR,28100
PA,435,BREVES,8500
SP,7151,SUZANO,25600
PA,447,CASTANHAL,27600
CE,1347,BOA VIAGEM,8500
AM,255,MANAUS,8500
AL,2785,MACEIO,36100
SP,6401,EMBU,20200
RJ,5833,DUQUE DE CAXIAS,13100
RN,1741,MACAIBA,25000
MA,803,IMPERATRIZ,16300
PI,1219,TERESINA,28000
BA,3541,IBICARAI,23900
PI,1167,PIRIPIRI,45600
MG,4205,CALDAS,3900
BA,3775,PARATINGA,8500
PA,447,CASTANHAL,12400
PR,7707,MOREIRA SALES,12400
CE,1303,ACARAU,22500
BA,3897,SEABRA,15700
AL,2785,MACEIO,3900
BA,3827,RIACHAO DO JACUIPE,8900
RJ,5863,NILOPOLIS,12400
BA,3669,JUAZEIRO,3900
AL,2871,SAO MIGUEL DOS CAMPOS,16300
SP,6681,MARILIA,34100
SP,7107,SAO PAULO,12400
PE,2531,RECIFE,4600
RJ,5873,PARAIBA DO SUL,12400
